User_ID,Subscription_Type,Monthly_Revenue,Country,Age,Gender,Device
355,Basic,15,Germany,32,Female,Tablet
630,Basic,15,Germany,32,Female,Smart TV
705,Basic,13,Germany,32,Male,Laptop
720,Basic,10,Germany,32,Female,Tablet
900,Basic,14,Germany,32,Female,Smartphone
1515,Standard,10,Germany,32,Male,Smart TV
1650,Basic,14,Germany,32,Male,Tablet
1680,Basic,13,Germany,32,Male,Laptop
1845,Basic,12,Germany,32,Female,Smartphone
84,Standard,12,Australia,32,Male,Smartphone
134,Premium,15,Australia,32,Male,Tablet
324,Standard,15,Australia,32,Male,Tablet
434,Premium,12,Australia,32,Female,Laptop
794,Standard,12,Australia,32,Female,Smart TV
1124,Premium,11,Australia,32,Male,Laptop
1154,Premium,10,Australia,32,Female,Laptop
1604,Premium,10,Australia,32,Female,Smartphone
520,Basic,13,United States,32,Male,Smart TV
746,Basic,15,United States,32,Male,Smartphone
1015,Basic,12,United States,32,Female,Laptop
1658,Basic,11,United States,32,Female,Laptop
1763,Standard,14,United States,32,Female,Smartphone
1795,Basic,14,United States,32,Male,Smart TV
1885,Premium,14,United States,32,Female,Tablet
913,Standard,15,United Kingdom,32,Male,Laptop
1153,Standard,15,United Kingdom,32,Female,Laptop
1933,Standard,14,United Kingdom,32,Male,Smart TV
1085,Basic,10,Italy,33,Female,Smartphone
1115,Basic,14,Italy,33,Male,Laptop
2390,Basic,11,Italy,33,Female,Smartphone
592,Basic,15,Spain,33,Male,Smartphone
604,Standard,15,Spain,33,Male,Smartphone
636,Premium,10,Spain,33,Female,Smart TV
681,Premium,11,Spain,33,Male,Laptop
802,Basic,13,Spain,33,Female,Smartphone
1101,Premium,11,Spain,33,Female,Tablet
1189,Standard,12,Spain,33,Male,Smartphone
1207,Standard,12,Spain,33,Male,Smart TV
1222,Basic,15,Spain,33,Female,Tablet
1384,Standard,13,Spain,33,Male,Smart TV
1489,Standard,12,Spain,33,Male,Smart TV
1732,Standard,12,Spain,33,Male,Smartphone
1849,Premium,11,Spain,33,Female,Smartphone
1894,Premium,11,Spain,33,Male,Tablet
1942,Basic,14,Spain,33,Female,Smart TV
1957,Standard,15,Spain,33,Female,Smartphone
2167,Basic,11,Spain,33,Female,Laptop
2224,Premium,10,Spain,33,Male,Tablet
2269,Premium,15,Spain,33,Female,Smartphone
2329,Standard,12,Spain,33,Male,Smart TV
2481,Premium,10,Spain,33,Female,Laptop
2497,Basic,15,Spain,33,Female,Smart TV
812,Basic,15,Brazil,33,Male,Laptop
917,Basic,14,Brazil,33,Female,Tablet
1127,Premium,11,Brazil,33,Female,Tablet
2357,Basic,13,Brazil,33,Male,Smartphone
112,Basic,10,Canada,33,Female,Laptop
152,Premium,14,Canada,33,Female,Tablet
282,Basic,11,Canada,33,Male,Smart TV
789,Premium,11,Canada,33,Female,Smartphone
1374,Standard,14,Canada,33,Male,Smart TV
1884,Standard,12,Canada,33,Female,Tablet
1929,Standard,12,Canada,33,Female,Smartphone
186,Premium,12,France,33,Female,Smart TV
466,Premium,10,France,33,Male,Laptop
931,Premium,13,France,33,Male,Laptop
1021,Premium,13,France,33,Male,Smart TV
1306,Premium,15,France,33,Female,Laptop
1411,Premium,14,France,33,Female,Smart TV
1891,Premium,11,France,33,Female,Tablet
2116,Premium,12,France,33,Female,Tablet
28,Standard,12,Mexico,33,Male,Tablet
68,Standard,12,Mexico,33,Male,Tablet
118,Standard,12,Mexico,33,Male,Smartphone
338,Standard,12,Mexico,33,Male,Tablet
488,Standard,11,Mexico,33,Female,Smart TV
828,Standard,15,Mexico,33,Female,Smart TV
993,Standard,14,Mexico,33,Female,Laptop
1473,Standard,14,Mexico,33,Male,Smartphone
1668,Standard,13,Mexico,33,Female,Tablet
1683,Standard,12,Mexico,33,Male,Laptop
2493,Standard,11,Mexico,33,Male,Smart TV
5,Basic,10,Germany,33,Male,Smartphone
855,Basic,12,Germany,33,Male,Laptop
1065,Standard,15,Germany,33,Male,Smart TV
1080,Basic,11,Germany,33,Male,Smartphone
1170,Basic,11,Germany,33,Male,Smart TV
1635,Basic,12,Germany,33,Male,Tablet
1890,Standard,15,Germany,33,Female,Laptop
2085,Basic,15,Germany,33,Male,Laptop
2250,Basic,14,Germany,33,Male,Tablet
144,Premium,10,Australia,33,Male,Smart TV
304,Standard,12,Australia,33,Female,Smartphone
719,Standard,10,Australia,33,Female,Tablet
1139,Basic,14,Australia,33,Male,Smartphone
1814,Basic,10,Australia,33,Male,Smartphone
2174,Premium,14,Australia,33,Female,Smartphone
181,Premium,15,United States,33,Male,Smartphone
281,Premium,12,United States,33,Female,Smart TV
321,Premium,12,United States,33,Female,Smartphone
421,Premium,14,United States,33,Male,Tablet
521,Basic,15,United States,33,Female,Smart TV
625,Basic,15,United States,33,Male,Tablet
641,Premium,12,United States,33,Male,Tablet
656,Premium,14,United States,33,Female,Laptop
878,Standard,13,United States,33,Male,Smartphone
926,Premium,13,United States,33,Female,Laptop
1223,Standard,12,United States,33,Male,Smartphone
1283,Basic,10,United States,33,Male,Laptop
1406,Premium,10,United States,33,Female,Smart TV
1448,Standard,14,United States,33,Female,Laptop
1510,Premium,11,United States,33,Male,Smart TV
1541,Premium,15,United States,33,Male,Smartphone
1855,Basic,12,United States,33,Male,Smartphone
2185,Premium,14,United States,33,Male,Smart TV
2230,Basic,12,United States,33,Female,Laptop
2306,Premium,10,United States,33,Male,Smart TV
243,Standard,11,United Kingdom,33,Male,Laptop
778,Standard,13,United Kingdom,33,Male,Tablet
1738,Standard,12,United Kingdom,33,Female,Smartphone
280,Basic,12,Italy,34,Female,Laptop
920,Basic,14,Italy,34,Female,Tablet
1265,Basic,10,Italy,34,Female,Tablet
1325,Basic,15,Italy,34,Male,Smartphone
1670,Basic,13,Italy,34,Male,Tablet
1955,Basic,13,Italy,34,Male,Smartphone
289,Standard,15,Spain,34,Female,Smart TV
517,Basic,12,Spain,34,Female,Smart TV
666,Premium,15,Spain,34,Female,Tablet
922,Basic,13,Spain,34,Male,Tablet
934,Standard,11,Spain,34,Female,Smartphone
1131,Premium,14,Spain,34,Female,Laptop
1279,Standard,14,Spain,34,Female,Tablet
1371,Premium,14,Spain,34,Female,Laptop
2137,Basic,10,Spain,34,Female,Tablet
2151,Premium,13,Spain,34,Female,Smart TV
2361,Premium,14,Spain,34,Female,Smartphone
2421,Premium,10,Spain,34,Female,Smart TV
2466,Premium,12,Spain,34,Male,Laptop
827,Premium,15,Brazil,34,Male,Smartphone
1307,Basic,10,Brazil,34,Female,Tablet
1592,Basic,10,Brazil,34,Male,Tablet
22,Basic,10,Canada,34,Male,Smartphone
657,Basic,14,Canada,34,Female,Smart TV
744,Premium,13,Canada,34,Female,Tablet
834,Standard,14,Canada,34,Female,Smart TV
1062,Premium,10,Canada,34,Female,Laptop
1539,Premium,14,Canada,34,Male,Laptop
1842,Basic,14,Canada,34,Female,Smartphone
2049,Standard,14,Canada,34,Male,Tablet
2139,Premium,14,Canada,34,Female,Smartphone
2382,Basic,12,Canada,34,Female,Tablet
46,Premium,15,France,34,Male,Smartphone
256,Premium,12,France,34,Male,Tablet
276,Premium,14,France,34,Female,Smart TV
556,Premium,14,France,34,Male,Smartphone
1351,Basic,12,France,34,Female,Laptop
1711,Premium,14,France,34,Male,Smartphone
1921,Premium,14,France,34,Female,Laptop
1996,Premium,10,France,34,Male,Smart TV
2041,Premium,10,France,34,Female,Smartphone
58,Standard,12,Mexico,34,Male,Smartphone
248,Standard,13,Mexico,34,Male,Smartphone
268,Standard,13,Mexico,34,Female,Smart TV
278,Standard,14,Mexico,34,Female,Laptop
358,Standard,12,Mexico,34,Female,Smart TV
918,Standard,10,Mexico,34,Female,Smart TV
1008,Standard,10,Mexico,34,Female,Smartphone
1068,Standard,15,Mexico,34,Female,Tablet
2118,Standard,10,Mexico,34,Male,Smart TV
2283,Standard,13,Mexico,34,Male,Smart TV
2343,Standard,10,Mexico,34,Female,Laptop
95,Basic,11,Germany,34,Male,Laptop
275,Basic,15,Germany,34,Female,Laptop
465,Standard,11,Germany,34,Male,Laptop
885,Basic,11,Germany,34,Male,Tablet
2295,Basic,11,Germany,34,Female,Smart TV
334,Standard,11,Australia,34,Male,Smart TV
989,Basic,12,Australia,34,Male,Smartphone
2339,Basic,13,Australia,34,Female,Smartphone
351,Premium,11,United States,34,Female,Smart TV
563,Standard,10,United States,34,Male,Tablet
953,Standard,10,United States,34,Female,Laptop
1001,Premium,12,United States,34,Female,Laptop
1180,Basic,14,United States,34,Female,Smart TV
1193,Standard,14,United States,34,Male,Tablet
1208,Basic,11,United States,34,Male,Smartphone
1586,Basic,12,United States,34,Female,Tablet
1721,Basic,12,United States,34,Male,Tablet
1766,Premium,12,United States,34,Female,Smart TV
1946,Basic,10,United States,34,Female,Smart TV
1961,Basic,14,United States,34,Female,Smartphone
2078,Standard,15,United States,34,Male,Laptop
2093,Standard,10,United States,34,Male,Smart TV
2318,Standard,11,United States,34,Male,Smart TV
2410,Premium,12,United States,34,Male,Smartphone
223,Standard,12,United Kingdom,34,Female,Smartphone
353,Standard,14,United Kingdom,34,Female,Smartphone
868,Standard,12,United Kingdom,34,Female,Tablet
1108,Standard,10,United Kingdom,34,Male,Laptop
1348,Standard,13,United Kingdom,34,Male,Laptop
1543,Standard,15,United Kingdom,34,Female,Laptop
1723,Standard,13,United Kingdom,34,Male,Smart TV
1858,Standard,10,United Kingdom,34,Male,Smart TV
1918,Standard,11,United Kingdom,34,Female,Smartphone
2188,Standard,15,United Kingdom,34,Female,Laptop
2233,Standard,14,United Kingdom,34,Female,Smartphone
2323,Standard,12,United Kingdom,34,Male,Laptop
100,Basic,12,Italy,35,Male,Laptop
785,Basic,12,Italy,35,Female,Laptop
1760,Basic,15,Italy,35,Male,Tablet
1910,Basic,15,Italy,35,Male,Smartphone
1940,Basic,10,Italy,35,Male,Tablet
2315,Basic,12,Italy,35,Female,Laptop
109,Standard,13,Spain,35,Female,Tablet
329,Premium,11,Spain,35,Female,Smart TV
514,Standard,14,Spain,35,Male,Tablet
591,Premium,14,Spain,35,Female,Smart TV
622,Basic,12,Spain,35,Male,Smartphone
831,Premium,10,Spain,35,Male,Smartphone
846,Premium,12,Spain,35,Male,Laptop
1042,Basic,14,Spain,35,Female,Tablet
1236,Premium,15,Spain,35,Female,Tablet
1311,Premium,15,Spain,35,Male,Tablet
1401,Premium,12,Spain,35,Female,Smart TV
1566,Premium,12,Spain,35,Male,Laptop
1624,Premium,13,Spain,35,Male,Smartphone
2391,Premium,11,Spain,35,Female,Tablet
2406,Premium,13,Spain,35,Female,Smart TV
797,Basic,10,Brazil,35,Male,Tablet
1007,Basic,12,Brazil,35,Male,Smart TV
1547,Basic,13,Brazil,35,Female,Smartphone
1712,Basic,11,Brazil,35,Male,Smartphone
2042,Basic,10,Brazil,35,Female,Smartphone
2,Premium,15,Canada,35,Female,Tablet
82,Standard,12,Canada,35,Male,Laptop
564,Premium,14,Canada,35,Male,Smartphone
579,Standard,12,Canada,35,Female,Tablet
1014,Premium,10,Canada,35,Female,Smartphone
1197,Basic,14,Canada,35,Male,Smart TV
1299,Standard,14,Canada,35,Male,Smart TV
1359,Standard,13,Canada,35,Male,Laptop
1497,Basic,15,Canada,35,Male,Smart TV
1542,Basic,11,Canada,35,Male,Smart TV
1659,Standard,14,Canada,35,Male,Smartphone
1734,Standard,14,Canada,35,Male,Tablet
1959,Standard,14,Canada,35,Female,Smartphone
2202,Basic,14,Canada,35,Female,Tablet
2487,Premium,11,Canada,35,Male,Smart TV
36,Premium,15,France,35,Male,Tablet
226,Basic,10,France,35,Male,Smartphone
336,Premium,12,France,35,Male,Laptop
426,Premium,15,France,35,Male,Laptop
1246,Premium,15,France,35,Female,Smartphone
1591,Premium,14,France,35,Female,Laptop
1606,Premium,15,France,35,Female,Smartphone
2071,Premium,11,France,35,Male,Smartphone
2131,Premium,11,France,35,Male,Laptop
2401,Basic,11,France,35,Female,Laptop
438,Standard,12,Mexico,35,Male,Smart TV
798,Standard,15,Mexico,35,Male,Laptop
933,Standard,10,Mexico,35,Male,Laptop
1158,Standard,12,Mexico,35,Female,Smart TV
1728,Standard,15,Mexico,35,Male,Smartphone
1758,Standard,13,Mexico,35,Male,Laptop
1863,Standard,11,Mexico,35,Female,Smartphone
145,Basic,11,Germany,35,Female,Laptop
765,Standard,11,Germany,35,Female,Smart TV
990,Standard,15,Germany,35,Male,Smartphone
2070,Basic,10,Germany,35,Female,Smartphone
2325,Basic,13,Germany,35,Male,Laptop
2460,Basic,15,Germany,35,Female,Smart TV
2490,Standard,10,Germany,35,Male,Smart TV
384,Standard,10,Australia,35,Female,Smartphone
839,Basic,13,Australia,35,Female,Laptop
959,Premium,14,Australia,35,Female,Laptop
1319,Standard,14,Australia,35,Male,Smartphone
1739,Basic,10,Australia,35,Female,Smartphone
2069,Standard,12,Australia,35,Male,Smart TV
2189,Basic,15,Australia,35,Male,Laptop
2249,Premium,12,Australia,35,Male,Smartphone
2399,Premium,14,Australia,35,Male,Tablet
171,Premium,11,United States,35,Female,Tablet
505,Basic,11,United States,35,Male,Smartphone
821,Basic,12,United States,35,Female,Laptop
863,Standard,12,United States,35,Male,Laptop
1043,Standard,12,United States,35,Male,Tablet
1118,Standard,13,United States,35,Male,Smart TV
1328,Standard,12,United States,35,Female,Tablet
1571,Basic,10,United States,35,Male,Tablet
1676,Premium,15,United States,35,Female,Laptop
1781,Premium,15,United States,35,Female,Laptop
1841,Premium,11,United States,35,Female,Tablet
1991,Premium,12,United States,35,Male,Laptop
2005,Basic,10,United States,35,Female,Laptop
2050,Basic,13,United States,35,Female,Smartphone
2063,Standard,15,United States,35,Female,Smartphone
2126,Premium,12,United States,35,Female,Smartphone
2170,Basic,12,United States,35,Female,Smart TV
2245,Basic,15,United States,35,Female,Smart TV
2500,Basic,15,United States,35,Female,Smart TV
93,Standard,12,United Kingdom,35,Male,Smartphone
493,Standard,11,United Kingdom,35,Female,Smartphone
703,Standard,14,United Kingdom,35,Male,Laptop
763,Standard,10,United Kingdom,35,Male,Laptop
1018,Standard,13,United Kingdom,35,Female,Tablet
1063,Standard,13,United Kingdom,35,Female,Laptop
1123,Standard,15,United Kingdom,35,Female,Laptop
1558,Standard,15,United Kingdom,35,Male,Smartphone
1633,Standard,11,United Kingdom,35,Male,Tablet
1708,Standard,13,United Kingdom,35,Male,Smartphone
1768,Standard,14,United Kingdom,35,Male,Tablet
2383,Standard,10,United Kingdom,35,Female,Tablet
180,Basic,14,Italy,36,Male,Laptop
300,Basic,11,Italy,36,Male,Laptop
490,Basic,12,Italy,36,Female,Smart TV
800,Basic,12,Italy,36,Male,Smartphone
1010,Basic,12,Italy,36,Female,Tablet
1565,Basic,10,Italy,36,Female,Smart TV
1610,Basic,14,Italy,36,Female,Smart TV
2105,Basic,11,Italy,36,Female,Smartphone
29,Premium,15,Spain,36,Female,Laptop
69,Premium,15,Spain,36,Female,Laptop
574,Premium,14,Spain,36,Female,Smartphone
769,Premium,14,Spain,36,Female,Smart TV
847,Basic,11,Spain,36,Female,Smart TV
1056,Premium,15,Spain,36,Female,Tablet
1342,Basic,12,Spain,36,Female,Laptop
1447,Basic,11,Spain,36,Female,Tablet
1596,Premium,13,Spain,36,Male,Laptop
1714,Standard,14,Spain,36,Female,Tablet
1774,Premium,15,Spain,36,Female,Tablet
1911,Premium,12,Spain,36,Female,Smart TV
2194,Premium,14,Spain,36,Female,Smart TV
2389,Standard,12,Spain,36,Female,Smart TV
2494,Premium,12,Spain,36,Male,Smart TV
127,Basic,10,Brazil,36,Male,Smartphone
337,Basic,13,Brazil,36,Male,Laptop
447,Basic,15,Brazil,36,Female,Laptop
677,Premium,13,Brazil,36,Male,Smart TV
692,Basic,15,Brazil,36,Male,Tablet
707,Basic,12,Brazil,36,Male,Smart TV
1457,Basic,10,Brazil,36,Male,Laptop
2267,Basic,11,Brazil,36,Female,Smartphone
212,Basic,11,Canada,36,Male,Smart TV
272,Basic,10,Canada,36,Female,Smartphone
567,Basic,14,Canada,36,Male,Smart TV
612,Premium,11,Canada,36,Male,Smart TV
702,Basic,14,Canada,36,Male,Smartphone
822,Basic,11,Canada,36,Male,Laptop
1107,Basic,15,Canada,36,Female,Smart TV
1227,Basic,15,Canada,36,Female,Tablet
1752,Basic,10,Canada,36,Male,Laptop
1794,Premium,12,Canada,36,Female,Tablet
1839,Premium,15,Canada,36,Female,Smart TV
2439,Premium,10,Canada,36,Female,Laptop
2442,Basic,11,Canada,36,Male,Smartphone
2454,Standard,10,Canada,36,Male,Smartphone
2469,Premium,12,Canada,36,Male,Laptop
16,Premium,15,France,36,Male,Tablet
56,Premium,15,France,36,Male,Tablet
811,Premium,13,France,36,Male,Laptop
1501,Basic,12,France,36,Male,Smart TV
1936,Premium,13,France,36,Male,Laptop
2056,Premium,10,France,36,Male,Tablet
208,Standard,15,Mexico,36,Female,Tablet
663,Standard,11,Mexico,36,Male,Tablet
1833,Standard,12,Mexico,36,Female,Smartphone
2313,Standard,11,Mexico,36,Female,Tablet
365,Basic,11,Germany,36,Male,Laptop
600,Basic,14,Germany,36,Female,Smart TV
690,Standard,15,Germany,36,Male,Laptop
975,Basic,12,Germany,36,Female,Smart TV
1095,Basic,10,Germany,36,Male,Smartphone
1200,Basic,12,Germany,36,Male,Smartphone
1335,Basic,12,Germany,36,Male,Tablet
1725,Basic,10,Germany,36,Female,Smartphone
1905,Basic,15,Germany,36,Female,Tablet
1935,Basic,12,Germany,36,Female,Tablet
2310,Basic,10,Germany,36,Male,Tablet
779,Premium,10,Australia,36,Female,Smart TV
1499,Premium,12,Australia,36,Male,Smart TV
1574,Premium,10,Australia,36,Male,Smart TV
1784,Premium,13,Australia,36,Male,Tablet
1829,Premium,13,Australia,36,Female,Tablet
1904,Premium,15,Australia,36,Female,Smartphone
1934,Premium,12,Australia,36,Female,Laptop
301,Basic,10,United States,36,Female,Laptop
361,Premium,12,United States,36,Female,Laptop
481,Premium,12,United States,36,Male,Smart TV
865,Basic,15,United States,36,Male,Smartphone
941,Premium,10,United States,36,Male,Smart TV
955,Basic,15,United States,36,Female,Laptop
971,Basic,10,United States,36,Male,Tablet
983,Basic,11,United States,36,Female,Smartphone
985,Premium,11,United States,36,Male,Smart TV
1135,Premium,13,United States,36,Male,Laptop
1331,Premium,12,United States,36,Male,Smartphone
1343,Standard,10,United States,36,Male,Tablet
1391,Premium,14,United States,36,Female,Tablet
1838,Standard,11,United States,36,Female,Smartphone
1930,Basic,13,United States,36,Male,Smart TV
2276,Premium,12,United States,36,Male,Smartphone
2380,Basic,13,United States,36,Female,Smartphone
43,Standard,12,United Kingdom,36,Female,Smart TV
103,Standard,13,United Kingdom,36,Male,Laptop
183,Standard,15,United Kingdom,36,Female,Tablet
313,Standard,13,United Kingdom,36,Female,Laptop
443,Standard,10,United Kingdom,36,Male,Smart TV
973,Standard,12,United Kingdom,36,Male,Smartphone
1093,Standard,12,United Kingdom,36,Male,Smartphone
1453,Standard,14,United Kingdom,36,Male,Smartphone
110,Basic,13,Italy,37,Female,Laptop
190,Basic,11,Italy,37,Female,Tablet
410,Basic,15,Italy,37,Male,Smart TV
480,Basic,15,Italy,37,Female,Laptop
1100,Basic,10,Italy,37,Male,Laptop
1445,Basic,11,Italy,37,Male,Smartphone
1925,Basic,10,Italy,37,Female,Smart TV
9,Standard,12,Spain,37,Male,Smartphone
409,Standard,14,Spain,37,Male,Smartphone
439,Standard,12,Spain,37,Female,Smart TV
449,Premium,10,Spain,37,Female,Laptop
562,Basic,14,Spain,37,Male,Laptop
904,Standard,12,Spain,37,Male,Tablet
1041,Premium,13,Spain,37,Female,Laptop
1129,Standard,14,Spain,37,Female,Smartphone
1176,Premium,11,Spain,37,Male,Smart TV
1192,Basic,11,Spain,37,Male,Laptop
1309,Standard,13,Spain,37,Female,Tablet
1597,Basic,13,Spain,37,Male,Smart TV
1731,Premium,12,Spain,37,Male,Tablet
1761,Premium,10,Spain,37,Male,Smart TV
1807,Standard,11,Spain,37,Male,Smartphone
2271,Premium,14,Spain,37,Female,Laptop
2362,Basic,12,Spain,37,Male,Smartphone
2482,Standard,13,Spain,37,Female,Laptop
277,Basic,13,Brazil,37,Female,Tablet
377,Premium,12,Brazil,37,Male,Laptop
407,Basic,12,Brazil,37,Female,Tablet
557,Basic,15,Brazil,37,Male,Smartphone
842,Basic,14,Brazil,37,Female,Laptop
932,Basic,11,Brazil,37,Male,Smart TV
1037,Basic,10,Brazil,37,Female,Tablet
32,Basic,10,Canada,37,Male,Tablet
52,Basic,10,Canada,37,Male,Tablet
62,Basic,10,Canada,37,Male,Smartphone
242,Basic,12,Canada,37,Male,Laptop
639,Premium,10,Canada,37,Female,Laptop
759,Standard,14,Canada,37,Male,Smart TV
924,Standard,14,Canada,37,Female,Smart TV
972,Basic,14,Canada,37,Female,Laptop
1104,Standard,10,Canada,37,Female,Smart TV
1122,Basic,11,Canada,37,Female,Smartphone
1749,Standard,10,Canada,37,Female,Laptop
1764,Premium,13,Canada,37,Female,Tablet
2064,Premium,11,Canada,37,Female,Tablet
2277,Basic,14,Canada,37,Male,Smart TV
2319,Premium,13,Canada,37,Male,Smart TV
2322,Basic,15,Canada,37,Female,Smart TV
176,Premium,13,France,37,Female,Smart TV
346,Premium,15,France,37,Male,Tablet
486,Premium,15,France,37,Female,Laptop
571,Premium,13,France,37,Male,Smart TV
721,Premium,10,France,37,Female,Tablet
826,Basic,11,France,37,Male,Smart TV
1261,Premium,11,France,37,Female,Smart TV
1981,Premium,13,France,37,Female,Smartphone
2296,Premium,10,France,37,Male,Smartphone
408,Standard,13,Mexico,37,Female,Tablet
543,Standard,11,Mexico,37,Male,Smartphone
558,Standard,14,Mexico,37,Female,Smart TV
573,Standard,12,Mexico,37,Female,Smart TV
783,Standard,13,Mexico,37,Female,Laptop
1533,Standard,10,Mexico,37,Male,Tablet
1773,Standard,12,Mexico,37,Male,Tablet
1983,Standard,11,Mexico,37,Male,Tablet
85,Premium,10,Germany,37,Female,Laptop
555,Basic,11,Germany,37,Female,Smartphone
1425,Basic,13,Germany,37,Male,Smartphone
1485,Basic,15,Germany,37,Male,Laptop
1665,Standard,11,Germany,37,Male,Smartphone
1740,Standard,15,Germany,37,Female,Laptop
2415,Standard,14,Germany,37,Male,Smart TV
2475,Basic,12,Germany,37,Female,Tablet
194,Standard,14,Australia,37,Male,Laptop
204,Standard,12,Australia,37,Male,Smartphone
554,Premium,12,Australia,37,Male,Smartphone
674,Premium,13,Australia,37,Female,Laptop
689,Basic,15,Australia,37,Female,Smart TV
899,Premium,15,Australia,37,Male,Laptop
1334,Premium,12,Australia,37,Male,Smart TV
1889,Basic,13,Australia,37,Female,Laptop
81,Premium,10,United States,37,Male,Tablet
461,Basic,11,United States,37,Male,Smart TV
518,Standard,15,United States,37,Female,Tablet
686,Basic,14,United States,37,Male,Tablet
790,Basic,14,United States,37,Female,Smartphone
1106,Premium,14,United States,37,Male,Smart TV
1286,Basic,15,United States,37,Male,Laptop
1300,Basic,11,United States,37,Male,Laptop
1463,Standard,11,United States,37,Male,Smart TV
1493,Standard,13,United States,37,Female,Laptop
1673,Standard,10,United States,37,Male,Tablet
1765,Basic,11,United States,37,Female,Tablet
1973,Standard,15,United States,37,Female,Tablet
1976,Premium,13,United States,37,Female,Tablet
2020,Basic,12,United States,37,Male,Tablet
2123,Standard,12,United States,37,Female,Tablet
2156,Premium,10,United States,37,Male,Smart TV
2246,Basic,15,United States,37,Female,Smart TV
2411,Basic,15,United States,37,Female,Smartphone
113,Standard,15,United Kingdom,37,Male,Tablet
673,Standard,15,United Kingdom,37,Male,Smartphone
1393,Standard,10,United Kingdom,37,Male,Smart TV
2023,Standard,11,United Kingdom,37,Male,Tablet
2038,Standard,11,United Kingdom,37,Female,Smartphone
2053,Standard,14,United Kingdom,37,Female,Laptop
2308,Standard,11,United Kingdom,37,Male,Smart TV
240,Standard,13,Italy,38,Male,Smartphone
500,Basic,15,Italy,38,Male,Laptop
575,Basic,13,Italy,38,Female,Smart TV
665,Basic,10,Italy,38,Male,Smartphone
905,Basic,13,Italy,38,Female,Laptop
2165,Basic,12,Italy,38,Male,Laptop
129,Standard,13,Spain,38,Male,Smart TV
239,Basic,15,Spain,38,Male,Smart TV
479,Premium,13,Spain,38,Female,Smartphone
502,Basic,13,Spain,38,Male,Smartphone
532,Standard,11,Spain,38,Male,Laptop
649,Premium,14,Spain,38,Female,Smartphone
814,Standard,10,Spain,38,Male,Smartphone
892,Basic,15,Spain,38,Male,Tablet
937,Basic,10,Spain,38,Male,Smartphone
1072,Basic,11,Spain,38,Female,Tablet
1567,Basic,13,Spain,38,Male,Smartphone
2017,Basic,10,Spain,38,Male,Laptop
887,Basic,12,Brazil,38,Female,Laptop
1652,Premium,11,Brazil,38,Male,Tablet
2312,Basic,12,Brazil,38,Male,Smartphone
2342,Basic,11,Brazil,38,Female,Smart TV
2372,Basic,15,Brazil,38,Female,Tablet
252,Basic,11,Canada,38,Female,Smartphone
352,Basic,10,Canada,38,Male,Laptop
537,Premium,10,Canada,38,Male,Smartphone
549,Standard,10,Canada,38,Female,Smartphone
594,Premium,12,Canada,38,Female,Smart TV
954,Standard,13,Canada,38,Male,Smartphone
1002,Basic,13,Canada,38,Female,Tablet
1077,Basic,15,Canada,38,Female,Laptop
1314,Premium,13,Canada,38,Male,Tablet
1449,Standard,14,Canada,38,Female,Laptop
1674,Standard,10,Canada,38,Male,Smart TV
1689,Premium,13,Canada,38,Male,Tablet
2409,Standard,14,Canada,38,Female,Laptop
146,Basic,10,France,38,Male,Tablet
246,Premium,11,France,38,Female,Smartphone
356,Premium,11,France,38,Male,Smart TV
616,Premium,14,France,38,Female,Laptop
1651,Basic,14,France,38,Male,Smart TV
1861,Premium,15,France,38,Female,Laptop
388,Standard,12,Mexico,38,Male,Laptop
648,Standard,10,Mexico,38,Female,Smartphone
768,Standard,10,Mexico,38,Female,Laptop
2133,Standard,11,Mexico,38,Male,Laptop
15,Standard,12,Germany,38,Female,Smart TV
425,Basic,13,Germany,38,Male,Tablet
810,Basic,13,Germany,38,Male,Smartphone
870,Basic,13,Germany,38,Male,Laptop
1020,Basic,13,Germany,38,Male,Tablet
1500,Basic,14,Germany,38,Female,Tablet
1620,Basic,11,Germany,38,Male,Smartphone
1920,Basic,11,Germany,38,Male,Laptop
2235,Basic,15,Germany,38,Male,Laptop
2280,Basic,13,Germany,38,Female,Smart TV
2340,Standard,15,Germany,38,Male,Laptop
104,Premium,10,Australia,38,Male,Laptop
474,Standard,14,Australia,38,Male,Smartphone
1184,Premium,13,Australia,38,Female,Laptop
1409,Premium,15,Australia,38,Male,Tablet
1424,Premium,14,Australia,38,Male,Laptop
1664,Basic,10,Australia,38,Female,Laptop
533,Basic,14,United States,38,Male,Smartphone
638,Standard,11,United States,38,Male,Tablet
670,Basic,10,United States,38,Male,Smart TV
1076,Premium,15,United States,38,Female,Laptop
1148,Standard,12,United States,38,Male,Smartphone
1150,Basic,15,United States,38,Male,Tablet
1226,Premium,15,United States,38,Male,Smartphone
1523,Standard,13,United States,38,Male,Smart TV
1868,Standard,14,United States,38,Male,Tablet
1886,Basic,12,United States,38,Male,Smart TV
1901,Premium,15,United States,38,Male,Tablet
2095,Basic,10,United States,38,Male,Smart TV
2186,Basic,15,United States,38,Male,Smart TV
2321,Basic,12,United States,38,Male,Smart TV
2455,Basic,10,United States,38,Female,Tablet
2498,Standard,12,United States,38,Male,Laptop
583,Standard,15,United Kingdom,38,Female,Tablet
838,Standard,11,United Kingdom,38,Male,Smartphone
1033,Standard,15,United Kingdom,38,Male,Tablet
1198,Standard,10,United Kingdom,38,Female,Laptop
1228,Standard,15,United Kingdom,38,Female,Tablet
1273,Standard,13,United Kingdom,38,Male,Tablet
